review_title,hotel_name,avg_rating,nationality,rating,review_text,year,month,season,residence_type,trip_type,traveller_type,stay_length,label
Okay,Parkhotel,7.8,Belgium,5.8,There are no comments available for this review,2019,October,Autumn,double,business trip,group,4,0
Passable,Hotel Continental Gare du Midi,6.7,United Kingdom,5.0,There are no comments available for this review,2019,October,Autumn,single,business trip,group,3,0
Great,Steigenberger Wiltcher's,8.7,Switzerland,9.6,Room,2019,May,Spring,other,business trip,solo traveller,1,1
Exceptional,B&B Salve,9.7,Slovenia,10.0,"Good service, cosy atmosphere, calm location. Nothing to complain.",2019,November,Autumn,double,business trip,solo traveller,5,1
"Good hotel, but getting a little bit old.","Crowne Plaza - Minsk, an IHG Hotel",7.8,Poland,8.0,"Some elements in the room, especially bathroom are calling for urgent renovation or at least repairs - especially leaking shower cable and leaking toilet. Some elements of the room, especially in bathroom seem to be very long used. Modest breakfast.,

VERY polite and helpful staff. Room was of standard size, in a warm, ""classical"" style. Very nice lobby bar. They have also a nice SPA zone, however I did not use it. Excellent location in central Minsk - near to most important places and institutions. Comfortable big bed. Room was clean.",2021,April,Spring,double,business trip,group,2,1
Fabulous,European institutions apartments,7.8,Belgium,8.8,There are no comments available for this review,2019,November,Autumn,apartment,business trip,solo traveller,2,1
Very good,Seb's Studio,7.8,Montenegro,8.3,"The beds were too close to the floor. ..,

Good value for the money",2019,March,Spring,studio,business trip,couple,1,1
I would definitely stay here again if visiting Poperinge again.,Guesthouse Amfora,9.2,United Kingdom,9.6,"The teapot looked a little old.,

The location is fantastic, so close to the centre,  the room was very clean and comfortable, nice shower, and I loved our little patio.",2019,July,Summer,double,leisure trip,couple,1,1
Exceptional,Hotel Midi-Zuid,7.0,India,9.6,Receptionist handled things really well. We had smooth check-in and checkout process.,2019,June,Summer,double,leisure trip,couple,1,1
Exceptional,Tulip Inn Antwerpen,7.5,United Kingdom,10.0,"Only a small niggle: although we went down to breakfast at about 07.30 there really wasn’t much left to eat - just as well we were in a hurry to get on the road....,

Pretty much everything- staff were very friendly and helpful, the hotel and the room were clean, tidy and comfortable And we enjoyed a drink in the bar and an early breakfast. Very good value for money. If we can find a Tulip Hotel near where we want to go next time we travel we shall book our stay there.",2019,October,Autumn,double,leisure trip,couple,1,1
"Clean, large room great breakfast.",nhow Brussels Bloom,8.3,Canada,9.2,"The breakfast was very good, lots of choice. Location 20 minute walk to centre.",2019,April,Spring,double,leisure trip,group,4,1
Superior room,Hotel Zuid,8.2,Ukraine,8.0,"Its a pity that Superior rooms have no options for double bed. They have twin beds with separate loosely fixed mattresses, so they were moving during the night. A bit annoying to find out you are sleeping in the hole between mattresses. Also blankets were too small in width, so you cannot really cover yourself properly. We asked for big double blanket but it was not provided :(
Some surfaces were a bit dusty and shower missed a small shelve for soaps.,

Staff was nice and pleasant. They delivered quite nice food into the room, which is nice from their side during corona time. Superior room was in general quite spacious, cosy and nicely decorated with a touch of modern design. I really liked lights which created warm atmosphere in the room. Kitchen had everything needed for proper cooking. Besides multifunctional oven, electric cooker, pans and pots, there was a fridge which is not mentioned on booking.com. Restaurant area was also nicely decorated but we had no chance 5o ty it due to corona. All in all, we enjoyed our stat despite small drawbacks. Thanks!",2020,December,Winter,other,leisure trip,couple,3,1
Cheap hotel with amazing location,Hotel Koffieboontje,7.5,Belgium,8.0,"Was a bit noisy at night. ,

Amazing location. Very good value for money. Friendly owners.",2021,February,Winter,double,leisure trip,solo traveller,1,1
"Lovely accommodation, great breakfast and location",Juliette's,9.2,United Kingdom,10.0,"great breakfast, lots of choice",2019,May,Spring,double,leisure trip,couple,1,1
Superb,Hotel 't Putje,8.0,Belgium,9.0,"- more comfy pillows; - no COVID rules for limiting the elevator use (Max 1 family);,

- spacious rooms; - clean sheets; - Excellent view of the city from the 4th floor; - overall good experience :)",2021,April,Spring,double,leisure trip,group,1,1
Fabulous,Hotel Minsk,8.6,Germany,8.8,Excellent location in the heart of Minsk; friendly and helpful staff; good value for the price,2018,August,Summer,twin,business trip,solo traveller,1,1
Fabulous,Thon Hotel Brussels City Centre,8.3,India,8.8,"Nothing in particular. ,

 Value for money!",2019,June,Summer,double,leisure trip,couple,1,1
Lovely hotel; shame about the weather!,Hotel Quartier Latin,8.5,United Kingdom,8.0,"The bar and restaurant was closed for the 2 days I was there which was a big disappointment,

Lovely exterior design of hotel in a charming area of the townExcellent staff - always present and helpfulDecent bedroom and lovely public areas with attractive interior designEasy parkingCoffee and tea available in a room off reception 24/7",2019,November,Autumn,double,business trip,group,2,1
Exceptional,Ideal Room,8.8,Germany,10.0,"Nothing,

Everything",2020,July,Summer,apartment,leisure trip,people with friends,2,1
Very good,EU Guesthouse,8.9,Switzerland,8.0,There are no comments available for this review,2019,November,Autumn,single,leisure trip,solo traveller,3,1
short stays only,Alpha Hotel,6.6,United Kingdom,6.7,"The Beds are not comfortable ,

Good location 
Cheapest room",2020,January,Winter,double,leisure trip,people with friends,3,0
Exceptional,Rocco Forte Hotel Amigo,9.1,United Kingdom,10.0,"n/a,

The staff are unbelievable and make the hotel the experience it is.",2018,October,Autumn,double,business trip,couple,1,1
Good,Condo Gardens Leuven,7.2,Belgium,7.1,There are no comments available for this review,2019,April,Spring,single,leisure trip,solo traveller,8,1
Superb,Hotel des Ardennes,9.0,Belgium,9.0,There are no comments available for this review,2021,July,Summer,double,leisure trip,couple,2,1
Best value for money,Hygge Hotel,8.6,Turkey,9.0,"I stayed few days. For potentially longer stays, the room would definitely need more storage place,

Everything was great.",2020,January,Winter,twin,business trip,solo traveller,3,1
Good,Alpha Hotel,6.6,Belgium,7.5,"It is well located, properly equipped and clean! I think it is good enough for the price paid!",2019,April,Spring,double,leisure trip,couple,1,1
Exceptional,Hotel Boterhuis,8.8,United Kingdom,10.0,There are no comments available for this review,2018,October,Autumn,double,leisure trip,couple,1,1
Exceptional,Value Stay Brussels Expo Hotel,7.4,Netherlands,9.6,"The location is in a quite residential neighborhood. The hotel is showing its age.,

Excellent price - quality. After staying there more then 20 times the rooms are always superbly clean, which for me is Number one priority for a hotel in this class.",2019,November,Autumn,twin,business trip,solo traveller,1,1
"Spacious, Comfortable and Central",PREMIER SUITES PLUS Antwerp,8.4,Ireland,9.6,"-Odd smell in the lobby (like damp linen)
-Staff only had sparkling water for sale and couldn't offer still when asked,

-Great location 
-Very comfortable bed and room",2019,May,Spring,double,leisure trip,couple,1,1
Exceptional,Studio Casinoplein Middelkerke,9.1,Belgium,9.6,There are no comments available for this review,2019,July,Summer,apartment,leisure trip,group,1,1
Passable.,TripInn Eden Antwerp,7.5,Italy,5.0,"The cleanliness and level of maintenance of the room and the bathroom was just passable. I got a room at ground floor with very poor lighting and the window facing directly on the courtyard providing basically no privacy. Little space for clothes and luggage.,

The main value is the position, close to the city centre and the central station. All the remaining services are pretty basic. Large room and bed. I cannot think of anything else positive but the price.",2019,October,Autumn,double,business trip,solo traveller,3,0
Superb,Résidence Stiénon,8.9,United Kingdom,9.0,"The host was very friendly and helpful.  The breakfast, coffee and snacks supplied were by far the most generous we have seen at an apartment like this.  Kitchen was very well equipped and great walk-in closet!",2020,March,Spring,apartment,business trip,couple,3,1
Pleasant,Novotel Gent Centrum,8.4,Netherlands,6.7,There are no comments available for this review,2019,May,Spring,double,leisure trip,group,1,0
Very nice place to stay,Hotel Monsieur Ernest,8.6,Luxembourg,9.2,"Not really a complaint - but walking up the stairs you feel guilty that you are a little noisy...,

Extremely helpful front desk filled with great recommendations on where to go and what to eat... do follow their advice - turns Bruges from a tourist trap into a fantastic experience. Beautiful building in atmospheric area. Great place to stay",2019,October,Autumn,double,leisure trip,people with friends,1,1
very warm welcome in a beautiful historic estate.,B&B Augusto,9.6,Belgium,10.0,"We did like it a lot :-).,

We had a very nice stay in Bed and Breakfast Augusto. No effort was too much. The hostess gave us a warm welcome and served us delicious Italian food and wine. She even considered my lactose and gluten intolerance when serving us breakfast and dinner. The B&B is located in a historic estate which is delightfully renovated with a lot of character. Our room was vey beautiful, clean and luminous. Bruge was, as expected, very beautiful.",2021,March,Spring,other,leisure trip,couple,1,1
small boutique hotel in great location; quiet and very comfortable,Hotel De Castillion - Small elegant family hotel,9.5,United Kingdom,10.0,very helpful staff; great location; cosy & comfortable; excellent room with all the features we could want,2019,June,Summer,other,leisure trip,couple,3,1
Top maison,Sua Casa,9.5,Belgium,9.0,"Rien,

The great badroom, great bedrooms, everything top..",2021,April,Spring,apartment,leisure trip,people with friends,2,1
Very good,"Holiday Inn Hasselt, an IHG Hotel",8.4,Belgium,8.3,There are no comments available for this review,2018,November,Autumn,double,business trip,solo traveller,1,1
